0.000000000000000000e+00,1.290300000000000058e-01,1.267800000000000038e-01,-6.768399999999999972e-01
0.000000000000000000e+00,-5.561599999999999877e-01,-3.111599999999999921e-01,-5.713200000000000500e-01
0.000000000000000000e+00,-5.296699999999999742e-01,-1.245900000000000063e-01,-2.846299999999999941e-01
0.000000000000000000e+00,-4.647499999999999964e-01,-5.467300000000000493e-01,-2.190400000000000125e-01
0.000000000000000000e+00,6.717499999999999583e-01,-2.369699999999999931e-02,-1.484300000000000064e-01
0.000000000000000000e+00,-3.430199999999999916e-01,-5.320899999999999935e-02,-1.396799999999999986e-01
0.000000000000000000e+00,2.490700000000000136e-01,-6.033600000000000074e-01,-4.166299999999999865e-02
0.000000000000000000e+00,1.386599999999999985e-02,-1.663900000000000101e-01,-4.608700000000000019e-01
0.000000000000000000e+00,-2.394499999999999962e-01,-9.615899999999999448e-02,-5.890800000000000203e-02
0.000000000000000000e+00,-6.597400000000000486e-02,-3.462700000000000222e-01,2.784900000000000153e-01
0.000000000000000000e+00,-6.926400000000000612e-02,2.323699999999999932e-01,-8.250200000000000589e-02
0.000000000000000000e+00,-1.500199999999999867e-01,-4.252199999999999869e-01,-6.000199999999999978e-01
0.000000000000000000e+00,1.831299999999999942e-02,-1.884699999999999986e-01,-4.284299999999999775e-01
0.000000000000000000e+00,5.911199999999999788e-01,2.416999999999999932e-04,-3.311100000000000154e-01
0.000000000000000000e+00,5.711199999999999610e-01,1.515400000000000080e-01,-2.064400000000000124e-01
0.000000000000000000e+00,3.911100000000000132e-01,-1.307899999999999896e-01,-3.219000000000000195e-01
0.000000000000000000e+00,-2.500899999999999998e-02,-1.550199999999999911e-01,-9.871599999999999819e-02
0.000000000000000000e+00,3.533499999999999974e-01,-3.962899999999999756e-01,-5.670600000000000085e-01
0.000000000000000000e+00,5.034100000000000241e-01,-4.897400000000000087e-01,-7.537399999999999656e-01
0.000000000000000000e+00,4.433300000000000018e-01,-1.753599999999999881e-01,-1.334400000000000031e-01
0.000000000000000000e+00,-9.913099999999999690e-02,-5.466600000000000348e-01,-1.367400000000000004e-01
0.000000000000000000e+00,1.769999999999999907e-01,-6.257200000000000539e-01,-3.897499999999999853e-01
0.000000000000000000e+00,4.624300000000000077e-01,-3.357899999999999774e-01,-1.904800000000000104e-01
0.000000000000000000e+00,-3.211999999999999855e-01,-2.704300000000000037e-01,-1.366600000000000037e-01
0.000000000000000000e+00,2.817600000000000104e-01,3.809599999999999792e-02,-1.678499999999999992e-01
0.000000000000000000e+00,-1.580199999999999938e-01,6.002299999999999996e-02,1.191799999999999943e-01
0.000000000000000000e+00,-7.638599999999999834e-01,1.334599999999999953e-01,-2.285500000000000032e-01
0.000000000000000000e+00,-2.474000000000000088e-01,-1.062800000000000029e-02,1.876599999999999935e-01
0.000000000000000000e+00,1.315199999999999980e-01,-1.641299999999999981e-01,-2.404300000000000048e-01
0.000000000000000000e+00,-6.210500000000000048e-02,-1.224100000000000049e-01,-3.420900000000000052e-01
0.000000000000000000e+00,-5.853899999999999659e-01,-5.471899999999999542e-01,-5.560699999999999532e-01
0.000000000000000000e+00,-2.313500000000000001e-01,-4.627999999999999892e-01,-4.808000000000000052e-01
0.000000000000000000e+00,-6.440900000000000514e-01,2.911000000000000254e-01,-6.939600000000000213e-01
0.000000000000000000e+00,3.957200000000000162e-01,-7.931000000000000272e-01,4.696600000000000427e-03
0.000000000000000000e+00,4.259600000000000053e-01,1.197499999999999953e-01,4.570199999999999957e-02
0.000000000000000000e+00,-4.160499999999999754e-01,-2.721600000000000130e-01,-6.736600000000000366e-01
0.000000000000000000e+00,-2.719900000000000095e-01,9.479999999999999538e-02,-4.439699999999999758e-01
0.000000000000000000e+00,8.479200000000000625e-02,-4.818500000000000005e-01,-2.336900000000000088e-01
0.000000000000000000e+00,-4.020900000000000030e-01,-4.747300000000000131e-02,-4.775099999999999900e-01
0.000000000000000000e+00,-6.324799999999999867e-02,-3.509499999999999842e-01,-1.005899999999999989e-01
0.000000000000000000e+00,4.543800000000000061e-01,2.930800000000000072e-02,-1.974100000000000021e-01
0.000000000000000000e+00,3.936399999999999899e-01,-7.927699999999999747e-01,-1.531099999999999961e-01
0.000000000000000000e+00,1.014100000000000001e-01,-2.798800000000000177e-01,-6.730800000000000116e-01
0.000000000000000000e+00,4.639300000000000090e-01,-3.085300000000000264e-01,1.350500000000000034e-01
