0.000000000000000000e+00,-6.022800000000000376e-01,1.403200000000000003e-01,8.184299999999999908e-01,-9.340399999999999814e-01
0.000000000000000000e+00,7.827100000000000168e-01,7.534999999999999476e-01,3.313699999999999979e-01,-3.420699999999999852e-01
0.000000000000000000e+00,6.410400000000000542e-01,5.559899999999999842e-01,1.829600000000000115e-01,-5.742099999999999982e-01
0.000000000000000000e+00,-9.017500000000000515e-01,2.231899999999999995e-01,2.459199999999999997e-01,-9.782199999999999784e-01
0.000000000000000000e+00,2.914800000000000169e-01,1.414300000000000002e-01,2.594500000000000139e-01,-2.641500000000000098e-02
0.000000000000000000e+00,-4.205799999999999816e-02,6.351900000000000324e-01,6.433400000000000230e-01,-8.468599999999999461e-01
0.000000000000000000e+00,2.246700000000000086e-01,4.306800000000000211e-02,1.448800000000000088e-01,-7.622400000000000286e-01
0.000000000000000000e+00,-5.796199999999999963e-02,8.187900000000000178e-01,1.578400000000000081e-01,-2.220199999999999951e-01
0.000000000000000000e+00,7.178299999999999681e-01,5.922800000000000287e-01,7.264000000000000457e-01,-8.641799999999999482e-01
0.000000000000000000e+00,1.855499999999999927e-01,9.160099999999999909e-01,7.003300000000000081e-01,-2.621499999999999941e-01
0.000000000000000000e+00,9.802699999999999747e-01,2.429699999999999915e-01,2.433800000000000130e-01,-2.008399999999999908e-01
0.000000000000000000e+00,3.971199999999999730e-01,5.352500000000000036e-01,9.136300000000000532e-01,-8.198800000000000532e-02
0.000000000000000000e+00,-2.280300000000000105e-01,7.860099999999999865e-01,8.318900000000000183e-01,-2.852899999999999880e-01
0.000000000000000000e+00,2.510800000000000254e-01,6.525400000000000089e-01,3.388000000000000039e-02,-5.598599999999999584e-03
0.000000000000000000e+00,8.054299999999999793e-01,3.445500000000000229e-01,9.618900000000000228e-01,-2.498700000000000088e-01
0.000000000000000000e+00,-9.020200000000000440e-01,8.893299999999999539e-01,1.934299999999999908e-01,-3.090899999999999759e-01
0.000000000000000000e+00,1.261599999999999944e-01,9.040300000000000002e-01,9.271599999999999842e-01,-1.214299999999999963e-01
0.000000000000000000e+00,-5.610899999999999777e-01,4.572699999999999682e-02,4.504099999999999770e-01,-5.116100000000000092e-01
0.000000000000000000e+00,-8.327900000000000302e-01,3.808000000000000274e-01,7.982200000000000406e-01,-3.302499999999999880e-01
0.000000000000000000e+00,1.088800000000000046e-01,1.802300000000000083e-02,8.002499999999999891e-02,-2.313899999999999985e-02
0.000000000000000000e+00,-3.272100000000000009e-01,4.833500000000000019e-01,4.983600000000000252e-01,-1.364400000000000057e-01
0.000000000000000000e+00,-3.852499999999999813e-01,4.795200000000000018e-01,9.128100000000000103e-01,-7.078999999999999737e-01
0.000000000000000000e+00,-8.133099999999999774e-01,8.699099999999999611e-01,9.128600000000000048e-01,-4.073700000000000099e-01
0.000000000000000000e+00,5.727600000000000469e-01,9.534700000000000397e-01,7.549599999999999644e-01,-6.716800000000000548e-01
