0.000000000000000000e+00,-1.696900000000000075e-01,-4.424799999999999844e-01,-2.366600000000000092e-01,-1.723000000000000087e-01,-5.640899999999999803e-01,-1.921200000000000130e-01,5.814800000000000177e-03,-3.572600000000000220e-01,-1.963499999999999968e-01,7.625499999999999501e-01,3.656400000000000206e-01,-9.824099999999999500e-02,-6.073699999999999655e-01,-3.241299999999999910e-03,-5.225100000000000300e-01
0.000000000000000000e+00,-4.527700000000000058e-01,-7.616399999999999837e-01,3.185899999999999843e-01,-4.457699999999999996e-01,-3.517899999999999916e-01,-4.509500000000000175e-01,-5.343299999999999716e-01,-1.248599999999999988e-01,-1.039599999999999969e-01,5.513900000000000468e-01,1.496399999999999952e-01,-3.269500000000000184e-01,-7.580799999999999761e-01,-6.760899999999999688e-01,-6.506199999999999761e-01
0.000000000000000000e+00,8.363800000000000401e-02,-5.822899999999999743e-01,1.269599999999999895e-01,-8.233899999999999553e-02,-5.554200000000000248e-01,-6.608800000000000230e-01,4.714499999999999802e-01,-5.114199999999999857e-01,-7.361499999999999710e-01,3.191599999999999993e-01,1.196600000000000025e-01,-7.581400000000000639e-02,-7.804499999999999771e-01,-5.834400000000000003e-02,-3.342700000000000116e-01
0.000000000000000000e+00,-7.568200000000000482e-01,-1.606599999999999973e-01,5.437499999999999556e-01,-1.330300000000000094e-01,-7.628899999999999570e-01,-2.427199999999999913e-01,-1.474800000000000000e-01,-5.039599999999999635e-01,-5.956799999999999873e-01,6.302600000000000424e-01,4.528599999999999848e-01,-4.238299999999999845e-01,-6.618199999999999639e-01,4.648200000000000248e-02,2.204800000000000093e-01
0.000000000000000000e+00,-7.154399999999999649e-01,-3.333699999999999997e-01,4.037799999999999723e-01,-3.899000000000000243e-01,-1.660899999999999876e-01,6.072000000000000140e-03,-3.350799999999999890e-01,-2.088700000000000001e-01,2.880900000000000127e-01,4.779499999999999860e-01,2.506699999999999900e-02,-2.106300000000000117e-01,-7.125799999999999912e-01,-1.075799999999999951e-01,-1.935199999999999976e-01
0.000000000000000000e+00,-4.498099999999999876e-01,-5.023400000000000087e-01,-8.278699999999999948e-02,-2.891199999999999881e-01,-2.562300000000000133e-01,-5.400300000000000100e-01,4.163000000000000034e-01,-5.694399999999999462e-01,-4.122000000000000108e-01,3.066800000000000082e-01,3.546599999999999753e-02,-5.279899999999999594e-01,-4.092899999999999872e-01,2.122499999999999942e-01,-5.744400000000000200e-02
0.000000000000000000e+00,-4.143899999999999806e-01,-3.398399999999999754e-01,6.019900000000000251e-02,-4.378400000000000070e-01,-5.820800000000000418e-01,-3.959799999999999986e-01,8.477400000000000213e-02,5.828799999999999537e-01,-3.989900000000000113e-01,4.930700000000000083e-01,2.294799999999999895e-01,-4.146699999999999831e-01,-6.588699999999999557e-01,-5.286199999999999788e-01,-1.025500000000000078e+00
0.000000000000000000e+00,-1.863499999999999879e-02,-4.258100000000000218e-01,5.844099999999999850e-01,-2.903000000000000025e-01,-7.402699999999999836e-01,-4.651399999999999979e-01,1.844600000000000128e-01,-3.801599999999999979e-01,3.170899999999999830e-01,5.472200000000000397e-01,3.007100000000000051e-02,-3.735499999999999932e-01,-6.853700000000000347e-01,-2.301300000000000012e-01,-7.772499999999999964e-01
0.000000000000000000e+00,-3.916399999999999881e-01,-3.136099999999999999e-01,-5.235999999999999682e-02,-4.108100000000000085e-01,-6.395899999999999919e-01,1.185500000000000026e-01,1.309400000000000008e-01,-4.281099999999999905e-01,-3.531400000000000095e-01,7.070100000000000273e-01,5.462099999999999733e-01,-3.042099999999999804e-01,-4.247799999999999909e-01,1.908600000000000019e-01,-5.728499999999999703e-01
0.000000000000000000e+00,-6.977400000000000269e-01,-5.343299999999999716e-01,1.106499999999999984e-01,-3.467999999999999972e-01,-4.208399999999999919e-01,-5.352999999999999980e-01,-2.347000000000000128e-02,-3.400599999999999734e-01,-2.526999999999999802e-01,2.429600000000000093e-01,5.549100000000000144e-01,-5.564700000000000202e-01,-6.310599999999999543e-01,-2.696399999999999908e-01,7.545899999999999830e-02
