0.000000000000000000e+00,8.912899999999999989e-02,5.698900000000000077e-01,3.241899999999999782e-01,9.613499999999999823e-02,5.492000000000000215e-01,-5.632599999999999829e-01
0.000000000000000000e+00,-2.388800000000000090e-01,1.746399999999999897e-01,1.934200000000000155e-02,3.761200000000000099e-01,-1.650999999999999968e-01,-4.065099999999999825e-01
0.000000000000000000e+00,1.363399999999999890e-01,-9.790000000000000091e-02,5.684700000000000308e-01,-1.316400000000000070e-01,8.742999999999999661e-01,-5.505600000000000493e-01
0.000000000000000000e+00,-3.401500000000000079e-01,1.161699999999999955e-01,6.515400000000000080e-01,2.652599999999999958e-01,8.672700000000000201e-03,-5.135999999999999455e-01
0.000000000000000000e+00,3.897399999999999753e-01,2.658300000000000107e-01,3.305699999999999750e-01,7.977399999999999769e-02,-1.366799999999999959e-02,-6.014500000000000401e-01
0.000000000000000000e+00,5.138199999999999712e-02,1.782499999999999918e-01,5.111200000000000188e-01,-3.791400000000000325e-02,3.903300000000000103e-01,-8.385500000000000176e-01
0.000000000000000000e+00,3.024999999999999911e-01,-2.747600000000000042e-01,4.069599999999999884e-01,-4.077999999999999958e-01,3.485300000000000065e-01,-3.462500000000000022e-01
0.000000000000000000e+00,-3.493299999999999964e-03,5.721500000000000474e-01,2.736299999999999844e-01,1.416699999999999904e-01,3.939199999999999924e-01,-8.586399999999999588e-01
0.000000000000000000e+00,4.361000000000000293e-02,1.867900000000000116e-01,2.431500000000000050e-01,1.372800000000000131e-01,3.761700000000000044e-01,-7.758599999999999941e-01
0.000000000000000000e+00,6.122400000000000064e-02,5.403099999999999570e-01,8.615599999999999925e-01,-2.883499999999999952e-01,-5.422099999999999836e-02,-5.022299999999999542e-01
0.000000000000000000e+00,2.448899999999999966e-01,3.298699999999999966e-01,5.147599999999999953e-01,5.845200000000000395e-01,-2.113800000000000123e-01,-7.074099999999999833e-01
0.000000000000000000e+00,-2.512899999999999856e-02,4.921099999999999919e-01,1.413700000000000026e-02,2.437799999999999967e-01,-2.978000000000000091e-02,-9.599999999999999645e-01
