0.000000000000000000e+00,3.490000000000000047e-02,2.901900000000000035e-01,9.718499999999999917e-01,1.700000000000000122e-01,4.422699999999999965e-01
0.000000000000000000e+00,3.503000000000000003e-01,7.746199999999999752e-01,2.467000000000000096e-02,-8.350100000000000577e-02,8.231000000000000538e-01
0.000000000000000000e+00,1.536899999999999933e-01,6.560799999999999965e-01,5.395699999999999941e-01,-6.614799999999999569e-01,6.309299999999999908e-01
0.000000000000000000e+00,-4.168000000000000177e-02,1.212099999999999983e-01,4.122899999999999898e-01,-2.555400000000000033e-02,1.040300000000000002e+00
0.000000000000000000e+00,-2.361800000000000010e-01,-5.933500000000000441e-01,6.893599999999999728e-01,-4.218600000000000128e-01,1.470299999999999940e+00
0.000000000000000000e+00,-7.131100000000000216e-01,1.321599999999999997e-01,4.210800000000000098e-01,-6.575800000000000534e-01,4.286300000000000110e-01
0.000000000000000000e+00,-7.085900000000000531e-01,5.466199999999999948e-01,7.377299999999999969e-01,-3.108199999999999852e-01,1.183000000000000052e+00
0.000000000000000000e+00,-3.920199999999999796e-01,4.719299999999999884e-02,1.024100000000000010e+00,5.558400000000000007e-01,3.792099999999999915e-01
0.000000000000000000e+00,-9.675999999999999879e-02,5.138599999999999834e-01,4.995200000000000196e-01,2.942299999999999915e-01,7.472299999999999498e-01
0.000000000000000000e+00,3.400199999999999750e-02,5.708100000000000396e-01,4.763399999999999856e-01,-5.778499999999999748e-01,4.236300000000000066e-01
0.000000000000000000e+00,-3.556300000000000017e-01,8.551899999999999780e-02,4.406399999999999761e-01,2.128500000000000114e-01,5.723500000000000254e-01
0.000000000000000000e+00,-4.566999999999999948e-01,2.104499999999999982e-01,6.005099999999999882e-01,1.786399999999999932e-01,7.760700000000000376e-01
0.000000000000000000e+00,-2.737600000000000033e-01,2.549100000000000255e-01,1.430899999999999950e-01,-1.950699999999999934e-01,6.473799999999999555e-01
0.000000000000000000e+00,-8.341300000000000381e-01,3.477199999999999736e-02,4.831300000000000039e-01,-9.133499999999999952e-02,1.044000000000000039e+00
0.000000000000000000e+00,2.434600000000000097e-01,-3.197699999999999987e-01,6.027599999999999625e-01,-1.201900000000000052e-01,6.291400000000000325e-01
0.000000000000000000e+00,5.600800000000000223e-01,8.429699999999999971e-01,3.632099999999999773e-01,-3.840600000000000264e-02,5.091200000000000170e-01
0.000000000000000000e+00,-6.497300000000000124e-03,3.472999999999999976e-01,5.739199999999999857e-02,-2.906799999999999939e-01,1.530699999999999943e-02
0.000000000000000000e+00,-6.289400000000000546e-01,1.277800000000000047e-01,6.320099999999999607e-01,4.866700000000000192e-02,3.502899999999999903e-01
0.000000000000000000e+00,-7.826300000000000479e-01,-3.150700000000000167e-01,7.409499999999999975e-01,2.525000000000000022e-01,7.011399999999999855e-01
0.000000000000000000e+00,-5.455499999999999794e-01,8.617799999999999905e-01,3.387299999999999756e-01,-7.271900000000000586e-02,7.317700000000000315e-01
0.000000000000000000e+00,3.195600000000000107e-01,4.185900000000000176e-01,5.427899999999999947e-01,2.767800000000000260e-01,1.320999999999999952e+00
0.000000000000000000e+00,1.819199999999999984e-01,4.614000000000000046e-02,4.123800000000000243e-01,4.595700000000000306e-03,4.704300000000000148e-02
0.000000000000000000e+00,5.096900000000000042e-02,7.330799999999999539e-01,1.338000000000000023e-01,1.516500000000000070e-01,1.606799999999999895e-01
1.000000000000000000e+00,5.801899999999999835e-01,2.124500000000000086e-03,7.599000000000000199e-01,3.758900000000000019e-01,1.011800000000000033e+00
1.000000000000000000e+00,-4.477099999999999969e-01,8.814199999999999813e-02,3.379300000000000082e-01,1.082699999999999996e+00,1.628999999999999893e-01
1.000000000000000000e+00,2.293600000000000083e-01,3.199400000000000022e-01,3.305000000000000160e-01,3.295299999999999896e-01,5.848900000000000210e-01
1.000000000000000000e+00,5.646999999999999797e-01,-2.391099999999999892e-01,2.421899999999999886e-01,-2.905699999999999950e-01,1.515700000000000103e-01
1.000000000000000000e+00,-5.206399999999999917e-02,-6.108799999999999786e-01,5.297699999999999632e-01,1.298699999999999966e+00,-5.294100000000000472e-01
1.000000000000000000e+00,-1.666000000000000120e-02,-9.448499999999999677e-01,6.602599999999999580e-01,1.212299999999999933e+00,4.553900000000000309e-02
1.000000000000000000e+00,-4.060900000000000065e-01,6.075700000000000545e-01,4.168999999999999928e-01,3.893499999999999739e-01,4.968299999999999939e-01
1.000000000000000000e+00,5.621099999999999985e-01,-7.326300000000000034e-01,8.143200000000000438e-01,1.408600000000000074e+00,4.331300000000000150e-01
1.000000000000000000e+00,2.280399999999999927e-01,1.009499999999999981e-01,-3.826300000000000257e-01,7.540200000000000236e-01,3.216499999999999915e-01
1.000000000000000000e+00,4.239800000000000235e-01,5.221799999999999775e-01,6.321700000000000097e-01,1.970599999999999907e+00,2.401899999999999868e-01
1.000000000000000000e+00,-4.878700000000000259e-01,6.193699999999999900e-02,-1.284200000000000064e-01,-3.568099999999999831e-03,5.856200000000000294e-01
1.000000000000000000e+00,8.552300000000000180e-02,-5.050500000000000128e-02,1.083399999999999919e+00,8.891899999999999804e-02,-2.290300000000000114e-01
1.000000000000000000e+00,-1.288600000000000023e-01,-3.624399999999999844e-01,1.174400000000000110e+00,2.796500000000000097e-01,-1.802199999999999913e-01
1.000000000000000000e+00,1.278199999999999892e-01,-5.233400000000000274e-01,2.546900000000000275e-01,1.305699999999999916e-01,-1.174700000000000050e-02
1.000000000000000000e+00,-2.672200000000000131e-01,-6.666199999999999903e-01,4.251400000000000179e-01,9.696299999999999919e-01,-3.390799999999999925e-01
1.000000000000000000e+00,1.898900000000000032e-01,2.750000000000000222e-01,-4.671100000000000252e-02,7.164000000000000368e-01,6.980100000000000193e-01
1.000000000000000000e+00,-2.911500000000000199e-01,-2.165900000000000047e-01,9.954599999999999560e-02,5.631000000000000449e-01,3.348700000000000010e-01
1.000000000000000000e+00,7.594499999999999584e-01,-5.228300000000000169e-01,7.375300000000000189e-01,8.048899999999999944e-01,1.109199999999999964e+00
1.000000000000000000e+00,-2.106399999999999939e-01,-2.502199999999999980e-01,3.721999999999999753e-01,1.221000000000000085e+00,7.605399999999999938e-01
1.000000000000000000e+00,-3.947899999999999743e-01,6.958499999999999408e-02,4.644900000000000140e-01,2.371499999999999997e-01,4.860800000000000121e-01
1.000000000000000000e+00,-8.915699999999999736e-01,8.874800000000000466e-01,3.406799999999999828e-01,3.199400000000000022e-01,2.152199999999999946e-01
1.000000000000000000e+00,-1.507499999999999951e-01,1.888499999999999901e-01,-2.126200000000000034e-01,6.094699999999999562e-01,-1.160199999999999981e-01
1.000000000000000000e+00,2.033600000000000130e-01,-1.367500000000000104e-01,3.962800000000000211e-01,9.998799999999999910e-01,3.585400000000000253e-01
1.000000000000000000e+00,2.641000000000000014e-01,3.632600000000000273e-01,3.630499999999999838e-01,5.852500000000000480e-01,-3.271700000000000164e-01
1.000000000000000000e+00,1.094300000000000050e+00,-7.989499999999999380e-02,5.859699999999999909e-01,1.703600000000000114e-01,3.172099999999999920e-01
1.000000000000000000e+00,-2.411600000000000132e-01,2.768900000000000250e-01,7.918699999999999628e-01,1.069700000000000095e+00,1.915999999999999925e-01
1.000000000000000000e+00,-4.920900000000000274e-01,-3.944099999999999828e-01,8.205500000000000294e-02,6.977400000000000269e-02,3.731099999999999972e-01
1.000000000000000000e+00,1.502600000000000047e-01,-3.401699999999999724e-01,4.354399999999999937e-01,1.188900000000000068e+00,1.419699999999999962e+00
1.000000000000000000e+00,-5.602200000000000513e-01,-1.416699999999999904e-01,1.660099999999999909e-01,6.270099999999999563e-01,2.097299999999999998e-01
1.000000000000000000e+00,-2.656399999999999872e-01,3.349699999999999900e-01,4.855700000000000016e-01,9.087100000000000177e-01,1.222099999999999964e+00
1.000000000000000000e+00,5.826000000000000068e-01,-3.985799999999999899e-01,1.184400000000000036e-01,4.119200000000000084e-01,6.571599999999999664e-01
1.000000000000000000e+00,3.872200000000000086e-01,-2.695899999999999963e-01,6.243100000000000316e-01,1.399399999999999977e+00,1.157499999999999973e+00
1.000000000000000000e+00,2.575200000000000267e-01,1.102299999999999981e-02,5.764099999999999779e-01,7.570099999999999607e-01,2.014299999999999979e-01
1.000000000000000000e+00,-3.408200000000000118e-01,7.470100000000000351e-02,-3.597500000000000003e-02,4.434899999999999953e-01,-4.507900000000000101e-02
1.000000000000000000e+00,-3.560499999999999776e-01,-1.446999999999999953e-01,2.778499999999999859e-01,6.349500000000000144e-01,2.518000000000000238e-01
1.000000000000000000e+00,-1.112299999999999955e-01,-3.100600000000000023e-01,3.166299999999999670e-02,1.200100000000000056e-01,3.137599999999999834e-01
1.000000000000000000e+00,5.330899999999999528e-01,-3.214000000000000190e-01,3.227300000000000169e-01,5.861600000000000144e-01,7.392499999999999627e-01
1.000000000000000000e+00,-9.325400000000000356e-01,-3.154100000000000237e-01,5.118599999999999817e-01,6.260400000000000409e-01,8.507000000000000117e-01
1.000000000000000000e+00,-2.848800000000000221e-01,-8.592499999999999583e-01,8.818399999999999572e-01,5.582200000000000495e-01,7.597099999999999964e-01
1.000000000000000000e+00,1.801599999999999868e-01,-4.744499999999999829e-01,5.029099999999999682e-01,7.962599999999999678e-01,7.530799999999999716e-01
1.000000000000000000e+00,9.446600000000000526e-04,-8.604800000000000226e-01,-1.604500000000000093e-01,6.694499999999999895e-01,5.899799999999999489e-01
1.000000000000000000e+00,-2.899599999999999955e-01,-2.043600000000000139e-01,1.060399999999999954e-01,4.596399999999999930e-01,2.813899999999999735e-01
1.000000000000000000e+00,-5.743899999999999562e-01,2.167900000000000105e-01,2.198100000000000054e-01,8.147199999999999998e-01,-7.259799999999999587e-01
1.000000000000000000e+00,-8.224500000000000144e-01,3.683000000000000163e-01,8.868000000000000327e-01,1.826699999999999990e-01,4.902699999999999836e-01
2.000000000000000000e+00,1.453300000000000036e+00,-5.034100000000000241e-01,8.951400000000000468e-01,-2.155600000000000016e-01,2.773800000000000154e-01
2.000000000000000000e+00,1.084899999999999975e+00,-5.706200000000000161e-01,8.799900000000000500e-01,2.918899999999999828e-01,6.022499999999999520e-01
2.000000000000000000e+00,3.179799999999999849e-01,3.654299999999999909e-02,-6.226399999999999990e-02,-3.099399999999999933e-01,4.508800000000000030e-01
2.000000000000000000e+00,7.377799999999999914e-01,-6.062499999999999833e-02,3.057199999999999918e-01,1.602500000000000036e-01,2.743200000000000083e-01
2.000000000000000000e+00,1.046999999999999931e+00,1.977100000000000038e-02,9.286100000000000465e-01,1.011599999999999999e-01,6.419000000000000261e-01
2.000000000000000000e+00,7.820599999999999774e-01,5.735599999999999726e-02,3.699299999999999811e-01,5.145199999999999774e-01,6.643599999999999506e-01
2.000000000000000000e+00,6.366399999999999837e-01,-5.101100000000000079e-02,3.676499999999999768e-01,5.731899999999999773e-01,3.552400000000000002e-01
2.000000000000000000e+00,7.167499999999999982e-01,2.567599999999999882e-01,2.499099999999999933e-01,-3.671699999999999964e-01,3.653399999999999981e-01
2.000000000000000000e+00,7.264800000000000146e-01,-2.342200000000000115e-01,4.878199999999999759e-01,2.134899999999999992e-02,3.247200000000000086e-01
2.000000000000000000e+00,6.281900000000000261e-01,1.238500000000000018e-01,8.524899999999999700e-01,-2.263699999999999879e-01,1.395699999999999996e-01
2.000000000000000000e+00,4.497800000000000131e-01,-4.066600000000000215e-01,3.711699999999999999e-01,7.416300000000000670e-02,2.209599999999999898e-01
2.000000000000000000e+00,1.837999999999999912e-01,6.107499999999999735e-02,8.744100000000000206e-01,2.689300000000000024e-01,7.963699999999999946e-02
2.000000000000000000e+00,5.343799999999999661e-01,3.993999999999999773e-01,2.470599999999999880e-02,3.885199999999999765e-01,-2.998000000000000109e-01
2.000000000000000000e+00,5.514099999999999557e-01,5.183100000000000485e-01,4.234600000000000031e-01,6.430700000000000305e-01,1.016699999999999937e+00
2.000000000000000000e+00,9.157600000000000184e-01,4.852799999999999891e-01,1.090499999999999942e-01,2.476399999999999990e-01,-5.258099999999999996e-01
2.000000000000000000e+00,5.819299999999999473e-01,-3.141499999999999848e-01,-8.622199999999999309e-02,-2.155900000000000039e-01,3.543600000000000083e-01
2.000000000000000000e+00,6.037299999999999889e-01,-3.734600000000000142e-01,8.790499999999999980e-01,1.655300000000000105e-01,3.468899999999999761e-01
2.000000000000000000e+00,4.949799999999999756e-01,1.545100000000000084e-01,-3.015999999999999792e-01,-3.498299999999999743e-01,-6.477499999999999925e-02
2.000000000000000000e+00,4.380999999999999894e-01,3.011099999999999888e-01,7.224800000000000111e-01,3.033899999999999930e-01,6.723599999999999577e-01
2.000000000000000000e+00,4.192600000000000215e-01,2.762600000000000056e-01,5.961300000000000487e-01,2.688999999999999724e-01,4.447300000000000142e-01
2.000000000000000000e+00,4.691100000000000270e-01,2.950800000000000090e-01,-2.327700000000000047e-01,2.607499999999999818e-01,-4.904200000000000226e-01
