0.000000000000000000e+00,-6.072899999999999826e-02,8.979599999999999804e-01,4.729599999999999776e-02,3.366100000000000203e-01,-6.772400000000000642e-02,2.433099999999999985e-01,-1.399600000000000011e-01,6.959600000000000231e-01,-1.395500000000000074e-01,7.429299999999999793e-01
0.000000000000000000e+00,7.073099999999999943e-01,1.723200000000000065e+00,4.501299999999999746e-01,7.215399999999999592e-01,3.953300000000000147e-01,3.255500000000000060e-01,-1.328499999999999959e-01,3.719399999999999928e-01,8.594000000000000528e-01,7.926499999999999657e-01
0.000000000000000000e+00,3.972800000000000220e-01,7.147200000000000220e-01,-6.059300000000000103e-02,8.582299999999999651e-02,-3.702099999999999835e-02,-3.172400000000000220e-02,-5.260799999999999921e-01,2.334600000000000009e-01,8.269199999999999884e-01,1.446399999999999908e-01
0.000000000000000000e+00,7.453699999999999770e-01,1.091799999999999993e-01,4.981799999999999770e-03,3.359400000000000164e-01,3.238900000000000112e-01,4.441700000000000093e-01,-1.291700000000000070e-01,5.792399999999999771e-01,6.569500000000000339e-01,9.095100000000000406e-01
0.000000000000000000e+00,3.241600000000000037e-01,4.483699999999999908e-01,-9.515099999999999947e-02,-2.852000000000000091e-01,1.063299999999999940e-01,-5.485799999999999704e-02,6.233999999999999958e-02,6.254999999999999449e-01,8.516000000000000236e-01,4.490899999999999892e-01
0.000000000000000000e+00,5.193799999999999528e-01,5.278399999999999759e-01,7.724800000000000416e-03,-3.640499999999999847e-01,2.828899999999999748e-01,3.975899999999999990e-01,-1.521000000000000130e-01,6.721300000000000052e-01,6.749300000000000299e-01,1.374800000000000022e+00
0.000000000000000000e+00,5.678800000000000514e-01,2.212099999999999900e-01,5.315900000000000070e-01,2.317400000000000015e-01,5.182999999999999829e-01,8.194700000000000317e-01,-2.022899999999999976e-01,1.046000000000000041e+00,6.983099999999999863e-01,6.140600000000000502e-01
0.000000000000000000e+00,2.213100000000000067e-01,6.606699999999999795e-01,3.511400000000000077e-01,3.496299999999999963e-01,1.561899999999999955e-01,5.161400000000000432e-01,2.934799999999999909e-02,9.924199999999999688e-01,-3.242099999999999982e-01,1.232499999999999929e+00
0.000000000000000000e+00,4.039099999999999913e-01,1.193599999999999994e+00,-2.758300000000000196e-01,1.397500000000000131e-01,-5.361399999999999499e-01,-1.997299999999999909e-01,2.220000000000000029e-01,5.784899999999999487e-01,7.485000000000000542e-01,1.042399999999999993e+00
0.000000000000000000e+00,1.607699999999999962e-01,8.512600000000000167e-01,6.690899999999999626e-02,4.189300000000000246e-01,-7.984700000000000131e-01,4.513699999999999934e-01,3.693400000000000016e-01,-1.543399999999999980e-02,5.075899999999999856e-01,4.204100000000000059e-01
0.000000000000000000e+00,3.757499999999999729e-01,-3.469300000000000161e-01,-6.242100000000000426e-03,3.673600000000000199e-01,7.606599999999999473e-02,1.153100000000000014e+00,7.657899999999999707e-01,7.464499999999999469e-01,3.591099999999999848e-01,-8.587100000000000288e-02
0.000000000000000000e+00,3.072500000000000231e-01,6.170999999999999819e-01,-3.062900000000000067e-01,1.422499999999999876e-01,1.199400000000000049e-01,1.806099999999999928e-01,7.609599999999999698e-01,-5.545499999999999874e-01,1.060599999999999987e+00,4.259000000000000008e-01
0.000000000000000000e+00,-1.489999999999999936e-01,9.504599999999999715e-01,2.566300000000000248e-01,3.939799999999999969e-01,2.358999999999999986e-01,2.053300000000000125e-01,7.171099999999999697e-02,-7.208799999999999930e-02,-3.198400000000000132e-01,2.202399999999999913e-01
