0.000000000000000000e+00,5.194499999999999673e-01,1.433500000000000052e-01,4.702999999999999958e-01
0.000000000000000000e+00,7.031800000000000272e-01,-6.746499999999999719e-01,8.229499999999999316e-02
0.000000000000000000e+00,3.555400000000000227e-01,2.460299999999999987e-01,7.722200000000000175e-01
0.000000000000000000e+00,4.199800000000000200e-01,-1.163100000000000023e+00,5.748600000000000376e-01
0.000000000000000000e+00,8.620900000000000230e-01,-1.264299999999999868e-01,1.540099999999999976e-02
0.000000000000000000e+00,2.703600000000000100e-02,-5.721100000000000074e-01,1.342399999999999982e-01
0.000000000000000000e+00,1.899899999999999922e-01,-1.118999999999999995e+00,5.979400000000000270e-01
0.000000000000000000e+00,8.503100000000000103e-01,-2.891799999999999926e-01,6.331999999999999851e-01
0.000000000000000000e+00,4.423799999999999955e-01,-9.129900000000000515e-02,1.913300000000000001e-01
0.000000000000000000e+00,6.852399999999999602e-01,-8.925800000000000400e-01,5.948999999999999844e-01
0.000000000000000000e+00,1.043800000000000061e+00,5.084699999999999775e-01,1.527100000000000124e-01
0.000000000000000000e+00,7.538300000000000001e-01,-2.551499999999999949e-02,3.253199999999999981e-01
0.000000000000000000e+00,5.558100000000000263e-01,-3.095700000000000118e-01,-9.206799999999999706e-02
0.000000000000000000e+00,5.210799999999999876e-01,6.310700000000000198e-01,9.140099999999999891e-01
0.000000000000000000e+00,7.731900000000000439e-01,-7.260199999999999987e-01,-8.029600000000000626e-02
0.000000000000000000e+00,4.402900000000000147e-01,5.337199999999999722e-01,5.746099999999999541e-01
0.000000000000000000e+00,4.228700000000000236e-01,7.052399999999999780e-01,4.745699999999999918e-01
0.000000000000000000e+00,2.942899999999999960e-01,-1.220699999999999896e+00,5.347699999999999676e-01
0.000000000000000000e+00,4.738600000000000034e-01,-9.027699999999999614e-01,-3.929099999999999815e-01
0.000000000000000000e+00,6.576899999999999968e-01,-6.541799999999999837e-01,-1.916299999999999948e-01
0.000000000000000000e+00,6.094399999999999817e-01,-7.588799999999999990e-01,-2.090200000000000113e-01
0.000000000000000000e+00,3.846100000000000074e-01,8.258699999999999930e-01,1.801399999999999946e-01
0.000000000000000000e+00,4.351700000000000013e-01,-2.884999999999999787e-01,3.113199999999999856e-01
