0.000000000000000000e+00,6.700000000000000000e+01,5.100000000000000000e+01,6.800000000000000000e+01,1.150000000000000000e+02,6.900000000000000000e+01,1.110000000000000000e+02,1.360000000000000000e+02,3.100000000000000000e+01,6.700000000000000000e+01,4.770000000000000284e+01,-2.700000000000000178e-01,2.916000000000000014e+01,-1.632000000000000028e+01,-4.292999999999999972e+01,-4.900999999999999801e+01,-5.809000000000000341e+01,7.099999999999999645e-01,-9.169999999999999929e+00,-1.826999999999999957e+01,-1.800000000000000044e+00,-6.320000000000000284e+00,-2.087999999999999901e+01,-1.629999999999999893e+00,-6.129999999999999893e+00,-2.255999999999999872e+01,-5.530000000000000249e+00,-8.109999999999999432e+00
1.000000000000000000e+00,6.700000000000000000e+01,2.800000000000000000e+01,5.100000000000000000e+01,9.900000000000000000e+01,5.000000000000000000e+01,9.700000000000000000e+01,8.200000000000000000e+01,2.600000000000000000e+01,5.900000000000000000e+01,4.792999999999999972e+01,2.376999999999999957e+01,4.797999999999999687e+01,1.760000000000000009e+00,-2.387999999999999901e+01,-3.440999999999999659e+01,-2.890000000000000124e+00,4.320000000000000284e+00,-2.250000000000000000e+00,-2.012999999999999901e+01,-2.109999999999999876e+00,-6.349999999999999645e+00,-2.194000000000000128e+01,-1.219999999999999973e+00,-6.129999999999999893e+00,-2.219999999999999929e+01,-3.410000000000000142e+00,-6.570000000000000284e+00
1.000000000000000000e+00,6.300000000000000000e+01,2.600000000000000000e+01,5.000000000000000000e+01,9.500000000000000000e+01,4.900000000000000000e+01,9.100000000000000000e+01,8.100000000000000000e+01,2.600000000000000000e+01,5.700000000000000000e+01,5.309000000000000341e+01,2.571999999999999886e+01,4.832999999999999829e+01,7.160000000000000142e+00,-2.289000000000000057e+01,-2.839999999999999858e+01,-6.899999999999999467e-01,4.160000000000000142e+00,-4.400000000000000022e-01,-1.764000000000000057e+01,-1.810000000000000053e+00,-4.700000000000000178e+00,-1.939000000000000057e+01,-6.500000000000000222e-01,-5.009999999999999787e+00,-2.089000000000000057e+01,-3.959999999999999964e+00,-6.849999999999999645e+00
0.000000000000000000e+00,6.300000000000000000e+01,4.200000000000000000e+01,6.300000000000000000e+01,9.700000000000000000e+01,6.600000000000000000e+01,1.080000000000000000e+02,1.110000000000000000e+02,2.800000000000000000e+01,5.900000000000000000e+01,5.240999999999999659e+01,9.759999999999999787e+00,3.568999999999999773e+01,4.440000000000000391e+00,-3.989000000000000057e+01,-4.542000000000000171e+01,-3.132999999999999829e+01,2.240000000000000213e+00,-2.339999999999999858e+00,-2.019999999999999929e+01,-1.889999999999999902e+00,-5.469999999999999751e+00,-2.164999999999999858e+01,-9.899999999999999911e-01,-5.709999999999999964e+00,-2.219000000000000128e+01,-3.410000000000000142e+00,-6.519999999999999574e+00
1.000000000000000000e+00,4.600000000000000000e+01,2.700000000000000000e+01,5.000000000000000000e+01,8.300000000000000000e+01,5.100000000000000000e+01,9.000000000000000000e+01,7.600000000000000000e+01,2.600000000000000000e+01,5.600000000000000000e+01,6.854000000000000625e+01,2.426999999999999957e+01,4.821000000000000085e+01,1.637000000000000099e+01,-2.489000000000000057e+01,-2.766000000000000014e+01,2.189999999999999947e+00,4.929999999999999716e+00,1.250000000000000000e+00,-1.862000000000000099e+01,-2.169999999999999929e+00,-7.110000000000000320e+00,-2.112000000000000099e+01,-1.560000000000000053e+00,-6.349999999999999645e+00,-2.219000000000000128e+01,-4.450000000000000178e+00,-7.320000000000000284e+00
0.000000000000000000e+00,5.900000000000000000e+01,5.900000000000000000e+01,8.400000000000000000e+01,9.300000000000000000e+01,7.000000000000000000e+01,1.040000000000000000e+02,9.200000000000000000e+01,2.900000000000000000e+01,5.800000000000000000e+01,5.556000000000000227e+01,-8.330000000000000071e+00,1.311999999999999922e+01,4.980000000000000426e+00,-4.396000000000000085e+01,-4.210000000000000142e+01,-1.451999999999999957e+01,3.149999999999999911e+00,2.300000000000000100e-01,-1.716000000000000014e+01,-1.979999999999999982e+00,-6.480000000000000426e+00,-2.085999999999999943e+01,-1.790000000000000036e+00,-6.250000000000000000e+00,-2.344000000000000128e+01,-6.500000000000000000e+00,-8.929999999999999716e+00
2.000000000000000000e+00,8.300000000000000000e+01,2.800000000000000000e+01,5.400000000000000000e+01,1.170000000000000000e+02,5.100000000000000000e+01,9.600000000000000000e+01,1.050000000000000000e+02,2.700000000000000000e+01,6.400000000000000000e+01,3.709000000000000341e+01,2.342999999999999972e+01,4.428999999999999915e+01,-1.374000000000000021e+01,-2.446999999999999886e+01,-3.217999999999999972e+01,-2.178000000000000114e+01,1.659999999999999920e+00,-9.179999999999999716e+00,-2.614000000000000057e+01,-1.870000000000000107e+00,-5.870000000000000107e+00,-3.463000000000000256e+01,-1.830000000000000071e+00,-7.969999999999999751e+00,-2.933999999999999986e+01,-2.000000000000000000e+00,-5.030000000000000249e+00
3.000000000000000000e+00,6.300000000000000000e+01,3.700000000000000000e+01,5.800000000000000000e+01,9.500000000000000000e+01,5.800000000000000000e+01,1.010000000000000000e+02,8.900000000000000000e+01,2.700000000000000000e+01,6.200000000000000000e+01,5.303000000000000114e+01,1.477999999999999936e+01,4.038000000000000256e+01,7.339999999999999858e+00,-3.189000000000000057e+01,-3.839999999999999858e+01,-8.630000000000000782e+00,3.140000000000000124e+00,-5.459999999999999964e+00,-2.114000000000000057e+01,-1.739999999999999991e+00,-4.980000000000000426e+00,-2.219999999999999929e+01,-9.300000000000000488e-01,-5.589999999999999858e+00,-2.239000000000000057e+01,-3.259999999999999787e+00,-6.370000000000000107e+00
1.000000000000000000e+00,7.700000000000000000e+01,2.900000000000000000e+01,5.200000000000000000e+01,1.030000000000000000e+02,5.100000000000000000e+01,9.300000000000000000e+01,8.700000000000000000e+01,2.700000000000000000e+01,5.900000000000000000e+01,3.740999999999999659e+01,2.180999999999999872e+01,4.528000000000000114e+01,-5.059999999999999609e+00,-2.505000000000000071e+01,-3.117999999999999972e+01,-9.419999999999999929e+00,4.799999999999999822e+00,-1.070000000000000062e+00,-1.685999999999999943e+01,-2.310000000000000053e+00,-6.719999999999999751e+00,-2.025000000000000000e+01,-1.770000000000000018e+00,-6.290000000000000036e+00,-2.300000000000000000e+01,-6.110000000000000320e+00,-8.570000000000000284e+00
0.000000000000000000e+00,5.700000000000000000e+01,4.400000000000000000e+01,6.500000000000000000e+01,1.070000000000000000e+02,5.900000000000000000e+01,1.040000000000000000e+02,9.800000000000000000e+01,2.600000000000000000e+01,5.900000000000000000e+01,5.764999999999999858e+01,7.980000000000000426e+00,3.459000000000000341e+01,-6.230000000000000426e+00,-3.285999999999999943e+01,-4.125999999999999801e+01,-1.901999999999999957e+01,4.110000000000000320e+00,-2.379999999999999893e+00,-2.039999999999999858e+01,-2.180000000000000160e+00,-6.740000000000000213e+00,-2.167000000000000171e+01,-1.209999999999999964e+00,-6.240000000000000213e+00,-2.176000000000000156e+01,-3.060000000000000053e+00,-6.320000000000000284e+00
