0.000000000000000000e+00,9.132900000000000462e-01,8.896600000000000064e-01,7.507000000000000339e-01,4.782600000000000046e-02,5.143999999999999684e-01,-4.988900000000000001e-01
0.000000000000000000e+00,7.015700000000000269e-01,4.032000000000000028e-01,6.090700000000000003e-01,7.238599999999999479e-01,9.280800000000000161e-01,-6.340099999999999625e-01
0.000000000000000000e+00,1.632299999999999862e-01,7.629799999999999915e-01,4.671100000000000252e-01,1.646900000000000031e-01,5.214299999999999491e-01,-8.700799999999999645e-01
0.000000000000000000e+00,5.380300000000000082e-01,5.623700000000000365e-01,1.639200000000000032e-02,2.141299999999999870e-01,5.749400000000000066e-01,-9.142700000000000271e-01
0.000000000000000000e+00,2.003900000000000126e-02,8.639200000000000212e-01,2.332400000000000029e-01,1.388300000000000090e-01,7.446000000000000396e-01,-4.737700000000000244e-02
0.000000000000000000e+00,4.587700000000000111e-01,4.627100000000000102e-01,7.700000000000000178e-01,5.087500000000000355e-01,6.644200000000000106e-01,-6.051100000000000367e-01
0.000000000000000000e+00,5.601899999999999658e-01,6.224800000000000333e-01,3.155000000000000027e-01,9.074600000000000444e-01,6.024500000000000410e-01,-9.939500000000000002e-01
0.000000000000000000e+00,-5.175699999999999745e-01,4.576700000000000212e-01,1.130399999999999981e-02,7.817699999999999649e-01,5.046899999999999720e-01,-7.274500000000000410e-01
0.000000000000000000e+00,-6.799399999999999888e-01,7.989500000000000490e-01,4.791500000000000203e-01,8.064900000000000402e-01,3.366100000000000203e-01,-4.601799999999999780e-01
0.000000000000000000e+00,-2.533299999999999996e-01,7.606600000000000028e-01,9.338499999999999579e-01,4.646500000000000075e-01,6.849500000000000033e-02,-7.663699999999999957e-01
0.000000000000000000e+00,9.919799999999999729e-01,4.673800000000000177e-01,5.937299999999999800e-01,2.844499999999999806e-01,9.543500000000000316e-01,-3.424100000000000060e-02
0.000000000000000000e+00,1.666600000000000026e-01,4.325499999999999901e-01,1.966900000000000037e-01,3.378199999999999953e-02,3.574999999999999845e-01,-6.065000000000000391e-01
0.000000000000000000e+00,8.574500000000000455e-01,8.991500000000000048e-01,8.468700000000000117e-01,6.549899999999999611e-01,3.806100000000000039e-01,-9.251500000000000279e-01
0.000000000000000000e+00,-1.165999999999999953e-01,3.345299999999999940e-01,7.875900000000000123e-01,3.714700000000000224e-01,9.882699999999999818e-01,-8.715199999999999614e-01
