0.000000000000000000e+00,2.003000000000000000e+03,3.097900000000000091e+03,5.200000000000000000e+01,9.861899999999999636e+03
0.000000000000000000e+00,2.001000000000000000e+03,3.408000000000000000e+03,4.600000000000000000e+01,8.218799999999999272e+03
0.000000000000000000e+00,2.003000000000000000e+03,5.385600000000000364e+03,8.700000000000000000e+01,1.651200000000000000e+04
0.000000000000000000e+00,2.001000000000000000e+03,2.671999999999999886e+02,1.400000000000000000e+01,1.755599999999999909e+03
0.000000000000000000e+00,2.003000000000000000e+03,2.037299999999999955e+03,5.600000000000000000e+01,9.297899999999999636e+03
0.000000000000000000e+00,2.002000000000000000e+03,2.308000000000000114e+02,2.000000000000000000e+00,4.980000000000000000e+02
0.000000000000000000e+00,2.001000000000000000e+03,6.641000000000000227e+02,6.000000000000000000e+00,1.368599999999999909e+03
0.000000000000000000e+00,2.003000000000000000e+03,4.582199999999999818e+03,6.600000000000000000e+01,1.383700000000000000e+04
0.000000000000000000e+00,2.002000000000000000e+03,1.022299999999999955e+03,1.100000000000000000e+01,2.543699999999999818e+03
0.000000000000000000e+00,2.001000000000000000e+03,1.162500000000000000e+03,1.500000000000000000e+01,2.835900000000000091e+03
0.000000000000000000e+00,2.003000000000000000e+03,2.915699999999999818e+03,3.900000000000000000e+01,8.120800000000000182e+03
0.000000000000000000e+00,2.001000000000000000e+03,2.291800000000000182e+03,2.700000000000000000e+01,5.161199999999999818e+03
0.000000000000000000e+00,2.003000000000000000e+03,4.824800000000000182e+03,7.200000000000000000e+01,1.417700000000000000e+04
0.000000000000000000e+00,2.001000000000000000e+03,1.811999999999999886e+02,1.200000000000000000e+01,1.473099999999999909e+03
0.000000000000000000e+00,2.003000000000000000e+03,2.613599999999999909e+03,5.400000000000000000e+01,9.701799999999999272e+03
0.000000000000000000e+00,2.001000000000000000e+03,1.535999999999999943e+02,2.000000000000000000e+00,4.225000000000000000e+02
0.000000000000000000e+00,2.003000000000000000e+03,4.092099999999999909e+03,6.100000000000000000e+01,1.267700000000000000e+04
0.000000000000000000e+00,2.002000000000000000e+03,5.553999999999999773e+02,7.000000000000000000e+00,1.656200000000000045e+03
0.000000000000000000e+00,2.001000000000000000e+03,3.305400000000000091e+03,3.900000000000000000e+01,7.335399999999999636e+03
0.000000000000000000e+00,2.003000000000000000e+03,6.653800000000000182e+03,8.800000000000000000e+01,1.834300000000000000e+04
0.000000000000000000e+00,2.001000000000000000e+03,3.917199999999999818e+03,4.400000000000000000e+01,8.632299999999999272e+03
0.000000000000000000e+00,2.003000000000000000e+03,7.383800000000000182e+03,1.150000000000000000e+02,2.236500000000000000e+04
0.000000000000000000e+00,2.001000000000000000e+03,1.154799999999999955e+03,1.200000000000000000e+01,2.462400000000000091e+03
0.000000000000000000e+00,2.003000000000000000e+03,4.091900000000000091e+03,7.000000000000000000e+01,1.361500000000000000e+04
0.000000000000000000e+00,2.002000000000000000e+03,2.116500000000000000e+03,2.000000000000000000e+01,4.890399999999999636e+03
0.000000000000000000e+00,2.001000000000000000e+03,1.165799999999999955e+03,1.000000000000000000e+01,2.281000000000000000e+03
0.000000000000000000e+00,2.003000000000000000e+03,6.944300000000000182e+03,7.900000000000000000e+01,1.840600000000000000e+04
0.000000000000000000e+00,2.002000000000000000e+03,3.481400000000000091e+03,3.600000000000000000e+01,8.464000000000000000e+03
0.000000000000000000e+00,2.001000000000000000e+03,4.728000000000000114e+02,6.000000000000000000e+00,1.139599999999999909e+03
0.000000000000000000e+00,2.003000000000000000e+03,1.127700000000000045e+03,1.900000000000000000e+01,3.660800000000000182e+03
0.000000000000000000e+00,2.001000000000000000e+03,1.903599999999999909e+03,2.500000000000000000e+01,4.504800000000000182e+03
0.000000000000000000e+00,2.003000000000000000e+03,4.355699999999999818e+03,6.300000000000000000e+01,1.252300000000000000e+04
0.000000000000000000e+00,2.001000000000000000e+03,1.506999999999999886e+02,9.000000000000000000e+00,1.087000000000000000e+03
0.000000000000000000e+00,2.003000000000000000e+03,1.741200000000000045e+03,3.800000000000000000e+01,6.724000000000000000e+03
0.000000000000000000e+00,2.002000000000000000e+03,1.328200000000000045e+03,1.200000000000000000e+01,2.988000000000000000e+03
0.000000000000000000e+00,2.001000000000000000e+03,7.227000000000000455e+02,6.000000000000000000e+00,1.368599999999999909e+03
0.000000000000000000e+00,2.003000000000000000e+03,2.715099999999999909e+03,3.900000000000000000e+01,8.282100000000000364e+03
0.000000000000000000e+00,2.002000000000000000e+03,1.805799999999999955e+03,1.700000000000000000e+01,4.183000000000000000e+03
